"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Treximet","Naproxen Sodium; Sumatriptan Succinate","TABLET;ORAL","021926","CURRAX","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021926s017s018lbl.pdf#page=32"
"Tridione","Trimethadione","SOLUTION;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","CAPSULE;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","TABLET;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Trijardy XR","Empagliflozin; Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","212614","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212614s020lbl.pdf#page=44"
"Trileptal","Oxcarbazepine","SUSPENSION;ORAL","021285","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trileptal","Oxcarbazepine","TABLET;ORAL","021014","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trintellix","Vortioxetine Hydrobromide","TABLET;ORAL","204447","TAKEDA PHARMS USA","08/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204447s026lbl.pdf#page=33"
"Triptodur Kit","Triptorelin Pamoate","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","208956","ARBOR PHARMS LLC","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208956s010lbl.pdf#page=12"
"Triumeq","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","TABLET;ORAL","205551","VIIV HLTHCARE","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
"Triumeq Pd","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","SUSPENSION;ORAL","215413","VIIV HLTHCARE","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
"Trizivir","Abacavir Sulfate; LAmivudine; Zidovudine","TABLET;ORAL","021205","VIIV HLTHCARE","02/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34"
"Trokendi XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","201635","SUPERNUS PHARMS","10/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201635s030lbl.pdf#page=52"
"Troxyca ER","Naltrexone Hydrochloride; Oxycodone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","207621","PFIZER","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32"
"Trudhesa","Dihydroergotamine Mesylate","SPRAY, METERED;NASAL","213436","IMPEL NEUROPHARMA","09/02/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213436s000lbl.pdf#page=22"
"Trulance","Plecanatide","TABLET;ORAL","208745","SALIX","04/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208745s011lbl.pdf#page=15"
"Trulicity","Dulaglutide","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","11/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125469s051lbl.pdf#page=16"
"Truvada","Emtricitabine; Tenofovir Disoproxil Fumarate","TABLET;ORAL","021752","GILEAD","10/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021752Orig1s063lbl.pdf#page=35"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","02/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761088s018lbl.pdf#page=49"
"Turalio","Pexidartinib Hydrochloride","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","11/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211810s012lbl.pdf#page=20"
"Tussionex Pennkinetic","Chlorpheniramine Polistirex; Hydrocodone Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","019111","UCB INC","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25"
"Tuxarin ER","Chlorpheniramine Maleate; Codeine Phosphate","TABLET, EXTENDED RELEASE;ORAL","206323","MAINPOINTE","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206323s008lbl.pdf#page=27"
"Tuzistra XR","Chlorpheniramine Polistirex; Codeine Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","207768","AYTU","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207768s013lbl.pdf#page=27"
"Tymlos","Abaloparatide","SOLUTION;SUBCUTANEOUS","208743","RADIUS HEALTH INC","12/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208743s009lbl.pdf#page=18"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","04/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125104s976s979lbl.pdf#page=32"
"Tyzeka","Telbivudine","TABLET;ORAL","022011","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Tyzeka","Telbivudine","SOLUTION;ORAL","022154","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Ukoniq","Umbralisib Tosylate","TABLET;ORAL","213176","TG THERAPS","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213176s000lbl.pdf#page=19"
"Uloric","Febuxostat","TABLET;ORAL","021856","TAKEDA PHARMS USA","04/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021856s015lbl.pdf#page=19"
"Ultomiris","Ravulizumab-Cwvz","INJECTABLE;INJECTION","761108","ALEXION PHARM","04/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761108s023lbl.pdf#page=41"
"Ultracet","Acetaminophen; Tramadol Hydrochloride","TABLET;ORAL","021123","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021123s015lbl.pdf#page=46"
"Ultram","Tramadol Hydrochloride","TABLET;ORAL","020281","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf#page=42"
"Ultram ER","Tramadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021692","VALEANT PHARMS","08/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36"
"Uplizna","Inebilizumab-Cdon","INJECTABLE;INJECTION","761142","VIELA BIO","06/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17"
"Valchlor","Mechlorethamine Hydrochloride","GEL;TOPICAL","202317","HELSINN","05/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10"
"Valium","Diazepam","TABLET;ORAL","013263","ROCHE","10/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/013263Orig1s100lbl.pdf#page=19"
"Valtoco","Diazepam","SPRAY;NASAL","211635","NEURELIS INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211635s008lbl.pdf#page=24"
"Vanflyta","Quizartinib","TABLET;ORAL","216993","DAIICHI SANKYO","07/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf#page=20"
"Vantrela ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","207975","TEVA BRANDED PHARM","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39"
"Velsipity","Etrasimod Arganine","TABLET;ORAL","216956","PFIZER LABS","10/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216956s000lbl.pdf#page=24"
"Venbysi XR","Venlafaxine Besylate","TABLET, EXTENDED RELEASE; ORAL","215429","ALMATICA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215429s001lbl.pdf#page=33"
"Venclexta","Venetoclax","TABLET;ORAL","208573","ABBVIE INC","10/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208573s026lbl.pdf#page=54"
"Venlafaxine Hydrochloride","Venlafaxine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022104","OSMOTICA PHARM","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022104s023lbl.pdf#page=35"
"Veopoz","Pozelimab-Bbfg","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761339","REGENERON PHARMACEUTICALS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761339s000lbl.pdf#page=16"
"Verquvo","Vericiguat","TABLET;ORAL","214377","Bayer AG","05/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214377s002lbl.pdf#page=16"
"Vibativ","Telavancin Hydrochloride","POWDER;INTRAVENOUS","022110","CUMBERLAND PHARMS","05/06/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Vibativ","Telavancin","INJECTABLE; INJECTION","022407","THERAVANCE INC","06/21/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Viberzi","Eluxadoline","TABLET;ORAL","206940","ALLERGAN HOLDINGS","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20"
"Vicoprofen","Hydrocodone Bitartrate; Ibuprofen","TABLET;ORAL","020716","ABBVIE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36"
"Victoza","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","07/05/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022341s039lbl.pdf#page=31"
"Victrelis","Boceprevir","CAPSULE;ORAL","202258","MERCK SHARP DOHME","01/30/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202258MG.pdf#page=27"
"Videx","Didanosine","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34"
"Videx EC","Didanosine","CAPSULE, DELAYED REL PELLETS;ORAL","021183","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33"
"Viekira Pak (Copackaged)","Dasabuvir Sodium; Ombitasvir, Paritaprevir, Ritonavir","TABLET;ORAL","206619","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49"
"Viekira XR","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49"
"Viibryd","Vilazodone Hydrochloride","TABLET;ORAL","022567","ALLERGAN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022567s024lbl.pdf#page=17"
"Vimovo","Esomeprazole Magnesium; Naproxen","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022511s029lbl.pdf#page=40"
"Vimpat","Lacosamide","TABLET;ORAL","022253","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Vimpat","Lacosamide","SOLUTION;INTRAVENOUS","022254","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Vimpat","Lacosamide","SOLUTION;ORAL","022255","UCB INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
"Viokace","Pancrelipase (Amylase;Lipase;Protease)","TABLET;ORAL","022542","VIOKACE","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022542s007lbl.pdf#page=12"
"Viramune","Nevirapine","TABLET;ORAL","020636","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune","Nevirapine","SUSPENSION;ORAL","020933","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune XR","Nevirapine","TABLET, EXTENDED RELEASE;ORAL","201152","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf#page=18"
"Visicol","Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021097","SALIX PHARMS","03/07/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021097s016lbl.pdf#page=11"
"Vituz","Chlorpheniramine Maleate; Hydrocodone Bitartrate","SOLUTION;ORAL","204307","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25"
"Vivactil","Protriptyline Hydrochloride","TABLET;ORAL","016012","TEVA WOMENS","07/17/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf"
"Vivitrol","Naltrexone","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","021897","ALKERMES","05/06/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021897s052lbl.pdf#page=33"
"Vivlodex","Meloxicam","CAPSULE;ORAL","207233","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207233s004lbl.pdf#page=24"
"Vogelxo","Testosterone","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Vogelxo","Testosterone","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Voltaren","Diclofenac Sodium","TABLET, DELAYED RELEASE;ORAL","019201","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019201s048lbl.pdf#page=18"
"Voltaren Arthritis Pain","Diclofenac Sodium","GEL;TOPICAL","022122","GLAXOSMITHKLINE CONS","11/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22"
"Voltaren-XR","Diclofenac Sodium","TABLET, EXTENDED RELEASE;ORAL","020254","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020254s030lbl.pdf#page=18"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022465s031s032lbl.pdf#page=27"
"Vraylar","Cariprazine Hydrochloride","CAPSULE;ORAL","204370","ALLERGAN","05/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204370s006lbl.pdf#page=39"
"Vyvanse","Lisdexamfetamine Dimesylate","TABLET, CHEWABLE;ORAL","208510","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
"Vyvanse","Lisdexamfetamine Dimesylate","CAPSULE;ORAL","021977","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
"Wegovy","Semaglutide","SOLUTION;SUBCUTANEOUS","215256","NOVO","07/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215256s007lbl.pdf#page=34"
"Welireg","Belzutifan","TABLET;ORAL","215383","MERCK SHARP DOHME","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215383s006lbl.pdf#page=17"
"Wellbutrin","Bupropion Hydrochloride","TABLET;ORAL","018644","GLAXOSMITHKLINE","10/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018644s057lbl.pdf#page=32"
"Wellbutrin SR","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020358","GLAXOSMITHKLINE","10/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020358s064lbl.pdf#page=34"
"Wellbutrin XL","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021515","BAUSCH","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021515s044lbl.pdf#page=29"
"Wezlana","Ustekinumab-Auub","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761331","AMGEN INC","10/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
"Wezlana","Ustekinumab-Auub","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761285","AMGEN INC","10/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
"Xalkori","Crizotinib","CAPSULE;ORAL","202570","PF PRISM CV","09/07/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202570s036lbl.pdf#page=46"
"Xanax","Alprazolam","TABLET;ORAL","018276","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf#page=22"
"Xanax XR","Alprazolam","TABLET, EXTENDED RELEASE;ORAL","021434","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021434s022lbl.pdf#page=23"
"Xarelto","Rivaroxaban","TABLET;ORAL","022406","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"Xarelto","Rivaroxaban","TABLET;ORAL","202439","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"Xarelto","Rivaroxaban","FOR SUSPENSION;ORAL","215859","JANSSEN PHARMS","12/20/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215859s000lbl.pdf#page=77"
"Xartemis XR","Acetaminophen; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","204031","MALLINCKRODT INC","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34"
"Xcopri","Cenobamate","TABLET;ORAL","212839","SK LIFE","06/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212839s006s007lbl.pdf#page=25"
"Xeljanz","Tofacitinib Citrate","SOLUTION;ORAL","213082","PFIZER","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xeljanz","Tofacitinib Citrate","TABLET;ORAL","203214","PF PRISM CV","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xeljanz XR","Tofacitinib Citrate","TABLET, EXTENDED RELEASE;ORAL","208246","PFIZER","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xelstrym","Dextroamphetamine","SYSTEM;TRANSDERMAL","215401","NOVEN PHARMACEUTICALS INC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215401s008lbl.pdf#page=28"
"Xenazine","Tetrabenazine","TABLET;ORAL","021894","BAUSCH","09/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24"
"Xeomin","Incobotulinumtoxina","INJECTABLE;INJECTION","125360","MERZ PHARMS","09/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125360s097lbl.pdf#page=23"
"Xiaflex","Collagenase Clostridium Histolyticum","SOLUTION; INJECTION","125338","AUXILIUM PHARMS","07/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125338s111lbl.pdf#page=33"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205649s021lbl.pdf#page=59"
"Xolair","Omalizumab","VIAL","103976","GENENTECH","08/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103976s5242lbl.pdf#page=37"
"Xospata","Gilteritinib Fumarate","TABLET;ORAL","211349","ASTELLAS","01/12/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf#page=18"
"Xpovio","Selinexor","TABLET;ORAL","212306","KARYOPHARM THERAPS","03/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212306s010lbl.pdf#page=31"
"Xtampza ER","Oxycodone","CAPSULE, EXTENDED RELEASE;ORAL","208090","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208090s021lbl.pdf#page=40"
"Xtrelus","Hydrocodone Bitartrate;Guaifenesin","TABLET;ORAL","208085","ECI PHARMACEUTICALS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208085s002lbl.pdf#page=22"
"Xultophy 100/3.6","Insulin Degludec; Liraglutide","SOLUTION;SUBCUTANEOUS","208583","NOVO","07/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208583s021lbl.pdf#page=42"
"Xyosted (Autoinjector)","Testosterone Enanthate","SOLUTION;SUBCUTANEOUS","209863","ANTARES PHARMA INC","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209863s000lbl.pdf#page=16"
"Xyrem","Sodium Oxybate","SOLUTION;ORAL","021196","JAZZ PHARMS","04/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021196s042lbl.pdf#page=26"
"Xywav","Calcium Oxybate; Magnesium Oxybate; Potassium Oxybate; Sodium Oxybate","SOLUTION;ORAL","212690","JAZZ","04/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212690s011lbl.pdf#page=29"
"Yervoy","Ipilimumab","INJECTABLE; INJECTION","125377","BRISTOL MYERS SQUIBB","02/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125377s129lbl.pdf#page=72"
"Yondelis","Trabectedin","POWDER;INTRAVENOUS","207953","JANSSEN PRODS","06/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207953s004lbl.pdf#page=20"
"Yosprala","Aspirin; Omeprazole","TABLET, DELAYED RELEASE;ORAL","205103","GENUS LIFESCIENCES","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205103s009lbl.pdf#page=30"
"Yuflyma","Adalimumab-Aaty","INJECTABLE;SUBCUTANEOUS","761219","CELLTRION","12/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761219s006s007s008lbl.pdf#page=51"
"Yusimry","Adalimumab-Aqvh","INJECTABLE;INJECTION","761216","COHERUS BIOSCIENCES INC","09/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761216s004lbl.pdf#page=56"
"Zarontin","Ethosuximide","CAPSULE;ORAL","012380","PARKE DAVIS","10/28/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf"
"Zegerid","Omeprazole; Sodium Bicarbonate","CAPSULE;ORAL","021849","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"Zegerid","Omeprazole; Sodium Bicarbonate","FOR SUSPENSION;ORAL","021636","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"Zelboraf","Vemurafenib","TABLET;ORAL","202429","HOFFMANN LA ROCHE","05/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21"
"Zenpep","Pancrelipase;Lipase;Protease;Amylase","CAPSULE, DELAYED RELEASE;ORAL","022210","AIMMUNE","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022210s024lbl.pdf#page=14"
"Zenpep","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022210","ZENPEP","03/20/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf"
"Zeposia","Ozanimod Hydrochloride","CAPSULE;ORAL","209899","CELGENE INTL","08/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209899s006s009lbl.pdf#page=25"
"Zerit","Stavudine","FOR SOLUTION;ORAL","020413","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"Ziagen","Abacavir Sulfate","SOLUTION;ORAL","020978","VIIV HLTHCARE","11/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020977s035,020978s038lbl.pdf#page=27"
"Zilbrysq","Zilucoplan","INJECTABLE;SUBCUTANEOUS","216834","UCB INC","10/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216834s000lbl.pdf#page=20"
"Zinbryta","Daclizumab","INJECTABLE;INJECTION","761029","BIOGEN","11/01/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24"
"Zipsor","Diclofenac Potassium","CAPSULE;ORAL","022202","ASSERTIO","05/25/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM243355.pdf"
"Zituvimet","Sitagliptin, METformin Hydrochloride","TABLET;ORAL","216743","ZYDUS PHARMACEUTICALS","11/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216743s000lbl.pdf#page=38"
"Zituvio","Sitagliptin","TABLET;ORAL","211566","ZYDUS PHARMACEUTICALS INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211566s000lbl.pdf#page=33"
"Zohydro ER","Hydrocodone Bitartrate","CAPSULE, EXTENDED RELEASE;ORAL","202880","RECRO GAINESVILLE","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202880s020lbl.pdf#page=30"
"Zoloft","Sertraline Hydrochloride","CONCENTRATE;ORAL","020990","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"Zoloft","Sertraline Hydrochloride","TABLET;ORAL","019839","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"Zolpidem Tartrate","Zolpidem Tartrate","TABLET;ORAL","076062","STRIDES PHARMA","04/23/2007","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf"
